invoice_number,customer_name,due_date,total,balance,status,payment_mode,organization
INV-061264,"California Waste Services, LLC",2025-05-20,179.7,0.0,paid,N/A,GoFleet Corporation
INV-061263,Trimbolton Transport,2025-05-20,79.1,79.1,sent,N/A,GoFleet Corporation
INV-061262,Stealth contracting,2025-05-20,52.74,0.0,paid,N/A,GoFleet Corporation
INV-061261,Nevius Entreprises LLC,2025-05-20,69.0,69.0,sent,N/A,GoFleet Corporation
INV-061260,WaterDale,2025-04-20,110.78,0.0,paid,N/A,GoFleet Corporation
INV-061259,DS Pipe and Steel Supply,2025-05-20,665.0,665.0,sent,N/A,GoFleet Corporation
INV-061258,IMG Petroleum Ltd,2025-05-20,55.4,0.0,paid,N/A,GoFleet Corporation
INV-061257,"Lone Pine Bus Lines, Inc.",2025-05-20,370.8,0.0,paid,N/A,GoFleet Corporation
INV-061256,National Express Transportation,2025-05-20,27.72,0.0,paid,N/A,GoFleet Corporation
INV-061255,"Watts & Browning Engineers, Inc.",2025-05-20,61.8,0.0,paid,N/A,GoFleet Corporation
INV-061254,Darch Fire Inc,2025-05-20,161.56,0.0,paid,N/A,GoFleet Corporation
INV-061253,Miguel Sambrano,2025-05-20,25.8,0.0,paid,N/A,GoFleet Corporation
INV-061252,Concept Drilling Services,2025-05-20,52.9,0.0,paid,N/A,GoFleet Corporation
INV-061251,Jp welding,2025-05-20,27.72,0.0,paid,N/A,GoFleet Corporation
INV-061250,Just in Time Express Inc,2025-05-20,25.99,0.0,paid,N/A,GoFleet Corporation
INV-061249,Kennedy Mechanical Limited,2025-05-20,184.0,0.0,paid,N/A,GoFleet Corporation
INV-061248,Touchwood Movers,2025-05-20,155.94,0.0,paid,N/A,GoFleet Corporation
INV-061247,Zancon Group of Companies,2025-05-20,612.46,612.46,sent,N/A,GoFleet Corporation
INV-061246,BP Welding Heavy Repairs,2025-05-20,51.98,0.0,paid,N/A,GoFleet Corporation
INV-061245,BMF Fabrications Ltd.,2025-05-20,79.67,0.0,paid,N/A,GoFleet Corporation
INV-061244,Super Stone Trading Corp,2025-05-20,51.98,0.0,paid,N/A,GoFleet Corporation
INV-061243,LeRoy Emergency Ambulance Service,2025-05-20,175.0,0.0,paid,N/A,GoFleet Corporation
INV-061242,BMR Logistics LLC,2025-05-20,187.0,187.0,sent,N/A,GoFleet Corporation
INV-061241,Western Dry Ice Blasting Inc,2025-05-20,58.0,0.0,paid,N/A,GoFleet Corporation
INV-061240,Invictus Technologies,2025-05-20,11.87,0.0,paid,N/A,GoFleet Corporation
INV-061239,Marble Restoration Co,2025-05-20,209.3,209.3,sent,N/A,GoFleet Corporation
INV-061238,ACE MOTOR GROUP,2025-05-20,401.7,0.0,paid,N/A,GoFleet Corporation
INV-061237,VLocity Group,2025-05-20,515.0,515.0,sent,N/A,GoFleet Corporation
INV-061236,TS Environmental,2025-05-20,56.5,56.5,sent,N/A,GoFleet Corporation
INV-061235,2725312 Canada Inc c/o QuadReal Property Group,2025-05-20,294.85,0.0,paid,N/A,GoFleet Corporation
INV-061234,General Moving Carriers,2025-05-20,255.44,0.0,paid,N/A,GoFleet Corporation
INV-061233,Royal Plumbing Services,2025-05-20,181.53,0.0,paid,N/A,GoFleet Corporation
INV-061232,Superior Harvest Foods Inc,2025-05-20,256.43,0.0,paid,N/A,GoFleet Corporation
INV-061231,Value Propane,2025-05-20,672.35,672.35,sent,N/A,GoFleet Corporation
INV-061230,Pro Tire Group Inc,2025-05-20,540.07,0.0,paid,N/A,GoFleet Corporation
INV-061229,Hastings Utilities Contracting,2025-05-20,1265.6,1265.6,sent,N/A,GoFleet Corporation
INV-061228,Highend Transport,2025-05-20,1314.58,0.0,paid,N/A,GoFleet Corporation
INV-061227,Court Surface Specialists Ltd.,2025-05-20,697.76,0.0,paid,N/A,GoFleet Corporation
INV-061226,6251692 Canada Inc,2025-05-19,94.92,94.92,sent,N/A,GoFleet Corporation
INV-061225,Rampage Hauling Service,2025-05-19,31.5,0.0,paid,N/A,GoFleet Corporation
INV-061224,SMC Towing Group,2025-05-19,249.26,0.0,paid,N/A,GoFleet Corporation
INV-061223,Bodega Club,2025-05-19,82.4,0.0,paid,N/A,GoFleet Corporation
INV-061222,Ethnic Supermarket,2025-04-19,51.98,0.0,paid,N/A,GoFleet Corporation
INV-061221,TK Liquidation and Auction Limited,2025-04-19,40.39,0.0,paid,N/A,GoFleet Corporation
INV-061220,Star Security Inc,2025-04-19,160.72,0.0,paid,N/A,GoFleet Corporation
INV-061219,YOP Installations,2025-05-19,36.92,0.0,paid,N/A,GoFleet Corporation
INV-061218,Arbutus RV & Marine Sales Ltd.,2025-05-19,167.72,167.72,sent,N/A,GoFleet Corporation
INV-061217,Picture Perfect Welding Inc,2025-05-19,13.85,0.0,paid,N/A,GoFleet Corporation
INV-061216,Sevroc inc,2025-05-19,90.64,0.0,paid,N/A,GoFleet Corporation
INV-061215,"Just Solutions, Inc.",2025-05-19,313.12,0.0,paid,N/A,GoFleet Corporation
INV-061214,Truck Transfer - Mississauga,2025-05-19,1245.26,1245.26,sent,N/A,GoFleet Corporation
INV-061213,AST Express,2025-05-19,1606.8,0.0,paid,N/A,GoFleet Corporation
INV-061212,USA Global Communications,2025-05-19,868.25,0.0,paid,N/A,GoFleet Corporation
INV-061211,Don Mashburn,2025-05-19,95.0,95.0,sent,N/A,GoFleet Corporation
INV-061210,Smith Casing,2025-05-19,723.83,0.0,paid,N/A,GoFleet Corporation
INV-061209,Wildwood Rental Supply,2025-05-19,83.43,0.0,paid,N/A,GoFleet Corporation
INV-061208,Icon Logistics,2025-05-19,38.93,38.93,sent,N/A,GoFleet Corporation
INV-061207,Carrier Forest Products Ltd,2025-05-19,2593.08,2593.08,sent,N/A,GoFleet Corporation
INV-061206,Lord Selkirk School Division,2025-05-19,2506.35,2506.35,sent,N/A,GoFleet Corporation
INV-061205,Miles Tire,2025-05-19,406.58,0.0,paid,N/A,GoFleet Corporation
INV-061204,Premier Concrete Pumping,2025-05-19,1050.9,1050.9,sent,N/A,GoFleet Corporation
INV-061203,Cascades Canada ULC,2025-05-18,169.22,169.22,sent,N/A,GoFleet Corporation
INV-061202,DC Fence - SubCategory of Royal Fence Limited,2025-05-18,289.28,289.28,sent,N/A,GoFleet Corporation
INV-061201,Zim Sailing,2025-05-18,21.0,0.0,paid,N/A,GoFleet Corporation
INV-061200,Coast Distributors,2025-05-18,24.7,0.0,paid,N/A,GoFleet Corporation
INV-061199,Mathurin Malivert Family Transport LLc,2025-05-18,23.69,0.0,paid,N/A,GoFleet Corporation
INV-061198,LM And Sons LLC,2025-05-18,41.2,0.0,paid,N/A,GoFleet Corporation
INV-061197,T&T Express inc,2025-05-18,311.58,0.0,paid,N/A,GoFleet Corporation
INV-061196,CT Industrial services LLC,2025-05-18,499.6,499.6,sent,N/A,GoFleet Corporation
INV-061195,Summit Oil Field Services,2025-05-18,1120.64,0.0,paid,N/A,GoFleet Corporation
INV-061194,Town of South Hill,2025-05-18,359.26,359.26,sent,N/A,GoFleet Corporation
INV-061193,Westpoint Logistics,2025-05-18,50.85,0.0,paid,N/A,GoFleet Corporation
INV-061192,Burnbrae Farms - Winnipeg (MB),2025-05-18,463.05,463.05,sent,N/A,GoFleet Corporation
INV-061191,Speedy Transport Group Inc.,2025-05-18,37134.34,37134.34,sent,N/A,GoFleet Corporation
INV-061190,City of Moose Jaw,2025-05-18,5978.91,5978.91,sent,N/A,GoFleet Corporation
INV-061189,Peel Restoration Group Ltd.,2025-05-18,27.7,0.0,paid,N/A,GoFleet Corporation
INV-061188,Wild Electric Ltd,2025-05-18,192.84,0.0,paid,N/A,GoFleet Corporation
INV-061187,STARMAX TRANSPORT LTD,2025-05-18,294.28,0.0,paid,N/A,GoFleet Corporation
INV-061186,Shoreline Express Inc,2025-05-18,0.0,0.0,paid,N/A,GoFleet Corporation
INV-061185,Mar-Tec Woodworking Ltd.,2025-05-18,162.56,0.0,paid,N/A,GoFleet Corporation
INV-061184,Break Away Hotshot Ltd,2025-04-17,995.64,0.0,paid,N/A,GoFleet Corporation
INV-061183,Costy's Energy Service,2025-05-17,0.0,0.0,paid,N/A,GoFleet Corporation
INV-061182,AllPro Auto Reconditioning,2025-05-17,0.0,0.0,paid,N/A,GoFleet Corporation
INV-061181,DBC Group,2025-05-17,0.0,0.0,paid,N/A,GoFleet Corporation
INV-061180,Break Away Hotshot Ltd,2025-04-17,995.64,0.0,paid,N/A,GoFleet Corporation
INV-061179,"Edge CCTV, Inc. - Gofleet",2025-05-17,0.0,0.0,paid,N/A,GoFleet Corporation
INV-061178,Nesbitt Realty,2025-05-17,0.0,0.0,paid,N/A,GoFleet Corporation
INV-061177,FieldsView Farms,2025-05-17,38.99,0.0,paid,N/A,GoFleet Corporation
INV-061176,Bright Lumber Inc,2025-05-17,46.0,0.0,paid,N/A,GoFleet Corporation
INV-061175,Bucksnort Hauling LLC,2025-05-17,23.0,0.0,paid,N/A,GoFleet Corporation
INV-061174,Lux Car Hire Corp,2025-05-17,533.15,533.15,sent,N/A,GoFleet Corporation
INV-061173,Under Pressure Mechanical Ltd,2025-05-17,166.47,0.0,paid,N/A,GoFleet Corporation
INV-061172,Cbencomo,2025-05-17,30.0,0.0,paid,N/A,GoFleet Corporation
INV-061171,San Antonio Water System,2025-05-17,1120.5,1120.5,sent,N/A,GoFleet Corporation
INV-061170,HLJ Corporate Service,2025-05-17,27.12,0.0,paid,N/A,GoFleet Corporation
INV-061169,KJ Excavating Inc,2025-05-17,25.99,0.0,paid,N/A,GoFleet Corporation
INV-061168,Capaldi Development,2025-05-17,22.0,0.0,paid,N/A,GoFleet Corporation
INV-061167,National Bait,2025-05-17,34.41,0.0,paid,N/A,GoFleet Corporation
INV-061166,SPRING COOL TRANSFER INC,2025-05-17,20.6,0.0,paid,N/A,GoFleet Corporation
INV-061165,Hydro Hauling Operations,2025-05-17,1724.26,1724.26,sent,N/A,GoFleet Corporation
INV-061164,San Antonio Water System,2025-05-17,23683.25,23683.25,sent,N/A,GoFleet Corporation
INV-061163,Cousins Freight Services Ltd,2025-05-17,37.59,0.0,paid,N/A,GoFleet Corporation
INV-061162,1st Call Concrete,2025-05-17,590.1,590.1,sent,N/A,GoFleet Corporation
INV-061161,Total Street Maintenance Inc,2025-04-17,2348.14,2348.14,overdue,N/A,GoFleet Corporation
INV-061160,West Fraser Mills Ltd. (Williams Lake),2025-05-17,399.34,399.34,sent,N/A,GoFleet Corporation
INV-061159,City of Charlottetown,2025-05-17,6560.75,6560.75,sent,N/A,GoFleet Corporation
INV-061158,Marigold Library System,2025-05-17,286.65,286.65,sent,N/A,GoFleet Corporation
INV-061157,Sign Management,2025-05-17,144.64,144.64,sent,N/A,GoFleet Corporation
INV-061156,CR&R Waste,2025-05-16,1270.0,1270.0,sent,N/A,GoFleet Corporation
INV-061155,CR&R Waste,2025-05-16,1715.0,1715.0,sent,N/A,GoFleet Corporation
INV-061154,CR&R Waste,2025-05-16,1624.0,1624.0,sent,N/A,GoFleet Corporation
INV-061153,CR&R Waste,2025-05-16,1715.0,1715.0,sent,N/A,GoFleet Corporation
INV-061152,CR&R Waste,2025-05-16,1624.0,1624.0,sent,N/A,GoFleet Corporation
INV-061151,CR&R Waste,2025-05-16,1720.0,1720.0,sent,N/A,GoFleet Corporation
INV-061150,CR&R Waste,2025-05-16,1270.0,1270.0,sent,N/A,GoFleet Corporation
INV-061149,CR&R Waste,2025-05-16,1270.0,1270.0,sent,N/A,GoFleet Corporation
INV-061148,CR&R Waste,2025-05-16,1966.0,1966.0,sent,N/A,GoFleet Corporation
INV-061147,CR&R Waste,2025-05-16,592.5,592.5,sent,N/A,GoFleet Corporation
INV-061146,CR&R Waste,2025-05-16,720.0,720.0,sent,N/A,GoFleet Corporation
INV-061145,CR&R Waste,2025-05-16,160.0,160.0,sent,N/A,GoFleet Corporation
INV-061144,CR&R Waste,2025-05-16,170.0,170.0,sent,N/A,GoFleet Corporation
INV-061143,CR&R Waste,2025-05-16,450.0,450.0,sent,N/A,GoFleet Corporation
INV-061142,CR&R Waste,2025-05-16,870.0,870.0,sent,N/A,GoFleet Corporation
INV-061141,CR&R Waste,2025-05-16,105.0,105.0,sent,N/A,GoFleet Corporation
INV-061140,Diabolical haulerz,2025-04-16,576.3,0.0,paid,N/A,GoFleet Corporation
INV-061139,Speedy Transport Group Inc.,2025-05-16,206.79,0.0,paid,N/A,GoFleet Corporation
INV-061138,B2A LLC,2025-05-16,230.0,230.0,sent,N/A,GoFleet Corporation
INV-061137,Appalachian Oilfield Services,2025-05-16,40.0,40.0,void,N/A,GoFleet Corporation
INV-061136,San Antonio Water System,2025-05-16,394.0,394.0,sent,N/A,GoFleet Corporation
INV-061135,Evergreen Herbs Ltd,2025-05-16,1503.61,1503.61,sent,N/A,GoFleet Corporation
INV-061134,Apollo Truck Repair,2025-05-16,474.6,474.6,sent,N/A,GoFleet Corporation
INV-061133,Coast Distributors,2025-05-16,526.4,0.0,paid,N/A,GoFleet Corporation
INV-061132,Nature Fresh Inc,2025-05-16,1180.85,1180.85,sent,N/A,GoFleet Corporation
INV-061131,Terra Contracting,2025-05-16,65.0,65.0,sent,N/A,GoFleet Corporation
INV-061130,"Public Utilities Maintenance, Inc.",2025-05-16,620.0,620.0,sent,N/A,GoFleet Corporation
INV-061129,Dufresne Furniture,2025-05-16,1276.8,1276.8,sent,N/A,GoFleet Corporation
INV-061128,Maxim Truck & Trailer,2025-05-16,2373.0,2373.0,sent,N/A,GoFleet Corporation
INV-061127,Fisher Companies,2025-05-16,50.0,0.0,paid,N/A,GoFleet Corporation
INV-061126,"Bonafide Transportation Services, LLC",2025-04-16,118.45,0.0,paid,N/A,GoFleet Corporation
INV-061125,Roofs Transportation LLC,2025-05-16,46.0,0.0,paid,N/A,GoFleet Corporation
INV-061124,Red Rock Recycling,2025-05-16,175.0,0.0,paid,N/A,GoFleet Corporation
INV-061123,Brouwer Sod farms,2025-05-16,90.26,0.0,paid,N/A,GoFleet Corporation
INV-061122,Amigo International Services Inc.,2025-05-16,40.68,0.0,paid,N/A,GoFleet Corporation
INV-061121,High Value Logistix,2025-05-16,668.96,668.96,sent,N/A,GoFleet Corporation
INV-061120,"VP Specialized Carriers, Inc.",2025-05-16,103.96,0.0,paid,N/A,GoFleet Corporation
INV-061119,Tampa Hall Limited,2025-05-16,57.7,0.0,paid,N/A,GoFleet Corporation
INV-061118,WNY steel Expeditors,2025-05-16,70.91,0.0,paid,N/A,GoFleet Corporation
INV-061117,North Beach Realty LLC,2025-05-16,107.79,0.0,paid,N/A,GoFleet Corporation
INV-061116,Seal It Property Services,2025-05-16,160.41,160.41,sent,N/A,GoFleet Corporation
INV-061115,Wickens Dry Ice Blasting,2025-05-16,658.51,0.0,paid,N/A,GoFleet Corporation
INV-061114,"Seven Point Energy Services, Inc",2025-05-16,1964.5,0.0,paid,N/A,GoFleet Corporation
INV-061113,G&I Logistics,2025-05-16,1189.98,0.0,paid,N/A,GoFleet Corporation
INV-061112,Enterprise Century Laser,2025-05-16,14.5,0.0,paid,N/A,GoFleet Corporation
INV-061111,Total Landscape,2025-05-16,692.4,0.0,paid,N/A,GoFleet Corporation
INV-061110,Lewis Motor Sales (North Bay) Inc,2025-05-16,1342.1,1342.1,sent,N/A,GoFleet Corporation
INV-061109,First Mechanical Systems Ltd,2025-05-16,676.2,0.0,paid,N/A,GoFleet Corporation
INV-061108,J. Jenkins and Son,2025-05-16,508.5,0.0,paid,N/A,GoFleet Corporation
INV-061107,Blackwood Partners Corporation,2025-05-16,90.4,0.0,paid,N/A,GoFleet Corporation
INV-061106,EMR Services Ltd,2025-05-16,483.0,483.0,sent,N/A,GoFleet Corporation
INV-061105,ClearBlue Infrastructure Group,2025-05-16,119.44,0.0,paid,N/A,GoFleet Corporation
INV-061104,Municipality of South Huron,2025-05-16,932.25,0.0,paid,N/A,GoFleet Corporation
INV-061103,Foss National Leasing Ltd.,2025-05-15,26981.01,26981.01,sent,N/A,GoFleet Corporation
INV-061102,Central Arizona Transport,2025-05-15,56376.0,56376.0,sent,N/A,GoFleet Corporation
INV-061101,Williams Multi Services LLC,2025-04-15,229.0,229.0,overdue,N/A,GoFleet Corporation
INV-061100,Venue Vision Media Systems- (Gofleet reseller),2025-05-15,0.0,0.0,paid,N/A,GoFleet Corporation
INV-060227-1,Darch Fire Inc,2025-04-18,341.26,0.0,paid,N/A,GoFleet Corporation
INV-061098,Oregon Department of Transportation (ODOT),2025-05-15,38748.0,38748.0,sent,N/A,GoFleet Corporation
INV-061097,McFaul Fencing,2025-05-15,216.96,216.96,sent,N/A,GoFleet Corporation
INV-061096,Burlington Fence,2025-05-15,158.2,158.2,sent,N/A,GoFleet Corporation
INV-061095,Fuhrscher Installations,2025-05-15,118.65,118.65,sent,N/A,GoFleet Corporation
INV-061094,TMC Fencing,2025-05-15,144.64,144.64,sent,N/A,GoFleet Corporation
INV-061093,Beard's Farm Supply Limited,2025-05-15,27.12,0.0,paid,N/A,GoFleet Corporation
INV-061092,Wolfenburg Roofing,2025-05-15,126.0,0.0,paid,N/A,GoFleet Corporation
INV-061091,Bear Mountain Transport LLC,2025-05-15,23.0,23.0,sent,N/A,GoFleet Corporation
INV-061090,Dufresne Furniture,2025-05-15,2401.25,2401.25,sent,N/A,GoFleet Corporation
INV-061089,Golden box transport LLC,2025-05-15,23.0,0.0,paid,N/A,GoFleet Corporation
INV-061088,Platinum Tool Technologies,2025-05-15,27.12,0.0,paid,N/A,GoFleet Corporation
INV-061087,Guru Road Connections Ltd,2025-05-15,787.61,787.61,sent,N/A,GoFleet Corporation
INV-061086,Drewlo Holdings Inc.,2025-05-15,1267.86,1267.86,sent,N/A,GoFleet Corporation
INV-061085,The Packaging Store,2025-05-15,40.14,0.0,paid,N/A,GoFleet Corporation
INV-061084,The Grounds Guys of Caledon,2025-05-15,281.78,0.0,paid,N/A,GoFleet Corporation
INV-061083,CNG Services LLC,2025-05-15,553.11,0.0,paid,N/A,GoFleet Corporation
INV-061082,Fleetsource Leasing,2025-05-15,2239.25,2239.25,sent,N/A,GoFleet Corporation
INV-061081,Driver Safety Technology,2025-05-15,885.0,885.0,sent,N/A,GoFleet Corporation
INV-061080,Ridgeway Plumbing,2025-05-15,5482.0,0.0,paid,N/A,GoFleet Corporation
INV-061079,CONTROLTEK INCORPORATED,2025-05-15,57.58,0.0,paid,N/A,GoFleet Corporation
INV-061078,City of Brooks,2025-05-15,209.48,209.48,sent,N/A,GoFleet Corporation
INV-061077,Spray Lake Sawmills SLS Top Spray,2025-05-15,1423.38,1423.38,sent,N/A,GoFleet Corporation
INV-061076,Proactive Industrial Inc,2025-05-15,173.1,0.0,paid,N/A,GoFleet Corporation
INV-061075,SRS National,2025-05-15,790.0,0.0,paid,N/A,GoFleet Corporation
INV-061074,"RHL Companies, Inc.",2025-05-15,1918.37,0.0,paid,N/A,GoFleet Corporation
INV-061073,Beltway Driving Academy,2025-05-15,149.04,149.04,sent,N/A,GoFleet Corporation
INV-061072,Three C's Landscaping,2025-05-15,560.0,560.0,sent,N/A,GoFleet Corporation
INV-061071,Gas Field Services,2025-05-15,8228.0,8228.0,sent,N/A,GoFleet Corporation
INV-061070,Taracon Logistics,2025-05-15,1696.41,0.0,paid,N/A,GoFleet Corporation
INV-061069,Larry Potter Magicians,2025-05-15,51.93,0.0,paid,N/A,GoFleet Corporation
INV-061068,Parkview Building Supplies,2025-05-15,677.15,677.15,sent,N/A,GoFleet Corporation
INV-061067,KMG Services Inc.,2025-05-15,609.18,609.18,sent,N/A,GoFleet Corporation
INV-061066,Royal Fence Limited,2025-05-15,3832.96,3832.96,sent,N/A,GoFleet Corporation
INV-061065,Centennial Contracting Limited,2025-05-15,795.52,795.52,sent,N/A,GoFleet Corporation
INV-061064,Columbia Containers,2025-05-15,1121.4,1121.4,sent,N/A,GoFleet Corporation
INV-061063,Royal Traffic,2025-05-15,433.92,433.92,sent,N/A,GoFleet Corporation
INV-061062,Mercedes-Benz Markham,2025-05-15,71.02,71.02,sent,N/A,GoFleet Corporation
INV-061061,Spray Lake Sawmills - Top Spray,2025-05-15,1587.18,1587.18,sent,N/A,GoFleet Corporation
INV-061060,Mercedes-Benz The Queensway,2025-05-15,47.35,47.35,sent,N/A,GoFleet Corporation
INV-061059,PGC Services,2025-05-15,289.28,289.28,sent,N/A,GoFleet Corporation
INV-061058,TPS Group Of Companies,2025-05-15,1577.59,0.0,paid,N/A,GoFleet Corporation
INV-061057,Ontario Parking Systems,2025-05-15,289.28,289.28,sent,N/A,GoFleet Corporation
INV-061056,Grape Escape Wine Tours,2025-05-15,193.87,0.0,paid,N/A,GoFleet Corporation
INV-061055,Cascades Holding US Inc,2025-05-14,1080.0,1080.0,sent,N/A,GoFleet Corporation
INV-061054,Meals on Wheels Collin County,2025-05-14,120.0,0.0,paid,N/A,GoFleet Corporation
INV-061053,James Thoume Construction Ltd,2025-05-14,33.9,33.9,sent,N/A,GoFleet Corporation
INV-061052,UCO Transportationa and Parking Services,2025-05-14,50.0,0.0,paid,N/A,GoFleet Corporation
INV-061051,5Starhaulers LLC,2025-05-14,23.0,23.0,sent,N/A,GoFleet Corporation
INV-061050,Hi Roller Transport INC,2025-05-14,25.78,0.0,paid,N/A,GoFleet Corporation
INV-061049,Seed Solutions,2025-05-14,106.17,0.0,paid,N/A,GoFleet Corporation
INV-061048,colossus security,2025-05-14,292.61,0.0,paid,N/A,GoFleet Corporation
INV-061047,Spectaire,2025-05-14,59.0,0.0,paid,N/A,GoFleet Corporation
INV-061046,DNR Logistics LLC,2025-05-14,25.7,0.0,paid,N/A,GoFleet Corporation
INV-061045,2514652 ONTARIO LTD,2025-05-14,51.98,0.0,paid,N/A,GoFleet Corporation
INV-061044,Martin Grove Volkswagen,2025-05-14,79.1,79.1,sent,N/A,GoFleet Corporation
INV-061043,Copper Mountain Mine BC Ltd.,2025-05-14,2150.4,2150.4,sent,N/A,GoFleet Corporation
INV-061042,Cumberland Landscape Group,2025-05-14,746.23,0.0,paid,N/A,GoFleet Corporation
INV-061041,City of Mesa,2025-05-14,203.94,0.0,paid,N/A,GoFleet Corporation
INV-061040,Multimatic Motorsport,2025-05-14,167.33,0.0,paid,N/A,GoFleet Corporation
INV-061039,Bramalea Tire,2025-05-14,322.71,0.0,paid,N/A,GoFleet Corporation
INV-061038,Mishi Transport Inc,2025-05-13,31.5,0.0,paid,N/A,GoFleet Corporation
INV-061037,Walker Property Maintenance,2025-05-13,45.2,0.0,paid,N/A,GoFleet Corporation
INV-061036,Aquatic Blue Design,2025-05-13,119.43,0.0,paid,N/A,GoFleet Corporation
INV-061035,Mode Choc,2025-05-13,25.78,0.0,paid,N/A,GoFleet Corporation
INV-061034,9736484 Canada Corporation,2025-05-13,54.24,0.0,paid,N/A,GoFleet Corporation
INV-061033,Kevin Obrien,2025-05-13,24.15,0.0,paid,N/A,GoFleet Corporation
INV-061032,Crombie Transport Limited,2025-05-13,75.6,0.0,paid,N/A,GoFleet Corporation
INV-061031,Jeff's Auto Doors and Locksmithing Limited,2025-05-13,46.16,0.0,paid,N/A,GoFleet Corporation
INV-061030,Solution Tel,2025-05-13,1418.27,0.0,paid,N/A,GoFleet Corporation
INV-061029,2439942 Ontario Inc,2025-05-13,27.7,0.0,paid,N/A,GoFleet Corporation
INV-061028,Aerial work utility,2025-05-13,888.58,0.0,paid,N/A,GoFleet Corporation
INV-061027,Matcom Industrial,2025-05-13,77.97,77.97,sent,N/A,GoFleet Corporation
INV-061026,DFX Technical Services,2025-05-13,56.5,0.0,paid,N/A,GoFleet Corporation
INV-061025,Diabolical haulerz,2025-04-13,667.01,60.01,overdue,N/A,GoFleet Corporation
INV-061024,SmartONE Solutions Inc.,2025-05-13,24.58,0.0,paid,N/A,GoFleet Corporation
INV-061023,Russells Moving and Storage,2025-05-13,403.85,403.85,sent,N/A,GoFleet Corporation
INV-061022,Calistoga Joint Unified School District,2025-05-13,560.0,560.0,sent,N/A,GoFleet Corporation
INV-061021,ASTRA M GROUP LTD,2025-05-13,205.41,0.0,paid,N/A,GoFleet Corporation
INV-061020,FleetServ,2025-05-13,95.79,0.0,paid,N/A,GoFleet Corporation
INV-061019,Travale Tire,2025-05-13,403.9,403.9,sent,N/A,GoFleet Corporation
INV-061018,TRI-AIR SYSTEMS,2025-04-13,518.67,0.0,paid,N/A,GoFleet Corporation
INV-061017,RG Sutton Inspections,2025-05-13,108.48,0.0,paid,N/A,GoFleet Corporation
INV-061016,Cleaners on the Move,2025-05-13,126.21,0.0,paid,N/A,GoFleet Corporation
INV-061015,Omni freightlines inc.,2025-05-12,33.84,0.0,paid,N/A,GoFleet Corporation
INV-061014,AC Transport,2025-05-12,1506.29,0.0,paid,N/A,GoFleet Corporation
INV-061013,Roa Transport inc. (USD),2025-05-12,102.79,0.0,paid,N/A,GoFleet Corporation
INV-061012,Impact Audio Visual,2025-05-12,112.0,0.0,paid,N/A,GoFleet Corporation
